Epoch,Stage,Train_Loss,Val_Phys_RMSE,M1_MAE,M1_RelErr(%),M2_MAE,M2_RelErr(%),M3_MAE,M3_RelErr(%),Time_Cost(s)
180,1,0.0821,3.3128e+01,2.3933e+01,0.55,1.1342e+00,78.65,1.1707e-01,1.95,0.2
181,1,0.0825,3.2730e+01,2.3540e+01,0.55,1.0938e+00,78.96,1.1497e-01,1.94,0.2
182,1,0.0822,3.3102e+01,2.4021e+01,0.55,1.1284e+00,78.66,1.1574e-01,1.94,0.2
183,1,0.0821,3.3314e+01,2.4293e+01,0.56,1.1107e+00,78.29,1.1552e-01,1.95,0.2
184,1,0.0825,3.3352e+01,2.4284e+01,0.56,1.0941e+00,78.43,1.1502e-01,1.94,0.2
185,1,0.0828,3.3055e+01,2.3958e+01,0.55,1.0908e+00,78.83,1.1427e-01,1.94,0.2
186,1,0.0823,3.2988e+01,2.3929e+01,0.55,1.1106e+00,78.80,1.1461e-01,1.95,0.2
187,1,0.0821,3.2729e+01,2.3650e+01,0.55,1.0782e+00,78.79,1.1378e-01,1.94,0.2
188,1,0.0827,3.2854e+01,2.3816e+01,0.55,1.0911e+00,78.52,1.1450e-01,1.94,0.2
189,1,0.0820,3.3601e+01,2.4373e+01,0.56,1.1259e+00,78.06,1.1643e-01,1.95,0.2
190,1,0.0825,3.3050e+01,2.4005e+01,0.55,1.1010e+00,78.19,1.1555e-01,1.95,0.2
191,1,0.0823,3.3015e+01,2.3981e+01,0.55,1.0831e+00,78.31,1.1522e-01,1.95,0.2
192,1,0.0825,3.2962e+01,2.3952e+01,0.55,1.0913e+00,78.68,1.1520e-01,1.95,0.2
193,1,0.0825,3.3038e+01,2.4030e+01,0.55,1.1001e+00,78.68,1.1562e-01,1.95,0.2
194,1,0.0824,3.2914e+01,2.3900e+01,0.55,1.0897e+00,78.67,1.1541e-01,1.95,0.2
195,1,0.0824,3.3123e+01,2.4004e+01,0.55,1.1005e+00,78.73,1.1601e-01,1.95,0.2
196,1,0.0820,3.3851e+01,2.4391e+01,0.56,1.1248e+00,78.44,1.1724e-01,1.96,0.2
197,1,0.0821,3.3720e+01,2.4321e+01,0.56,1.1186e+00,78.54,1.1689e-01,1.96,0.2
198,1,0.0821,3.3347e+01,2.4052e+01,0.55,1.1127e+00,78.67,1.1634e-01,1.95,0.2
199,1,0.0830,3.2702e+01,2.3542e+01,0.55,1.0875e+00,78.90,1.1498e-01,1.95,0.1
200,1,0.0822,3.2576e+01,2.3424e+01,0.55,1.0789e+00,79.11,1.1455e-01,1.95,0.2
201,1,0.0823,3.2635e+01,2.3516e+01,0.55,1.0873e+00,79.14,1.1489e-01,1.95,0.2
202,1,0.0823,3.2602e+01,2.3493e+01,0.55,1.0882e+00,79.06,1.1480e-01,1.95,0.2
203,1,0.0823,3.2592e+01,2.3484e+01,0.55,1.0823e+00,79.01,1.1466e-01,1.95,0.2
204,1,0.0826,3.2773e+01,2.3648e+01,0.55,1.0900e+00,78.89,1.1512e-01,1.95,0.2
205,1,0.0828,3.3118e+01,2.3901e+01,0.55,1.1064e+00,78.82,1.1579e-01,1.96,0.2
206,1,0.0823,3.3464e+01,2.4135e+01,0.55,1.1206e+00,78.86,1.1634e-01,1.96,0.2
207,1,0.0826,3.3295e+01,2.4002e+01,0.55,1.1081e+00,78.85,1.1589e-01,1.95,0.2
208,1,0.0821,3.3089e+01,2.3841e+01,0.55,1.0901e+00,78.75,1.1536e-01,1.95,0.2
209,1,0.0826,3.3045e+01,2.3778e+01,0.55,1.0874e+00,78.71,1.1525e-01,1.95,0.2
210,1,0.0823,3.3273e+01,2.3895e+01,0.55,1.0945e+00,78.60,1.1556e-01,1.95,0.2
211,1,0.0823,3.3701e+01,2.4125e+01,0.55,1.1103e+00,78.65,1.1629e-01,1.96,0.2
212,1,0.0822,3.3707e+01,2.4122e+01,0.55,1.1140e+00,78.66,1.1632e-01,1.96,0.2
213,1,0.0824,3.3559e+01,2.4037e+01,0.55,1.1135e+00,78.67,1.1617e-01,1.96,0.2
214,1,0.0822,3.3359e+01,2.3929e+01,0.55,1.1109e+00,78.74,1.1587e-01,1.96,0.2
215,1,0.0825,3.3249e+01,2.3890e+01,0.55,1.1070e+00,78.85,1.1563e-01,1.95,0.2
216,1,0.0824,3.3263e+01,2.3901e+01,0.55,1.1056e+00,78.88,1.1560e-01,1.95,0.2
217,1,0.0824,3.3137e+01,2.3825e+01,0.55,1.0977e+00,78.86,1.1525e-01,1.95,0.2
218,1,0.0820,3.3193e+01,2.3875e+01,0.55,1.0991e+00,78.88,1.1537e-01,1.95,0.2
219,1,0.0821,3.3252e+01,2.3907e+01,0.55,1.1014e+00,78.91,1.1547e-01,1.95,0.2
220,1,0.0824,3.3267e+01,2.3905e+01,0.55,1.1012e+00,78.90,1.1550e-01,1.95,0.2
221,1,0.0821,3.3149e+01,2.3833e+01,0.55,1.0992e+00,78.87,1.1533e-01,1.95,0.2
222,1,0.0820,3.3079e+01,2.3788e+01,0.55,1.0953e+00,78.85,1.1526e-01,1.95,0.2
