Epoch,Stage,Train_Loss,Val_Phys_RMSE,M1_MAE,M1_RelErr(%),M2_MAE,M2_RelErr(%),M3_MAE,M3_RelErr(%),Time_Cost(s)
224,1,0.0237,2.8309e+02,4.0275e+01,1.04,9.7929e+01,34675.58,1.2907e+02,2034.81,0.2
225,1,0.0232,2.8325e+02,4.0003e+01,1.02,9.7910e+01,34615.96,1.2906e+02,2035.76,0.2
226,1,0.0233,2.8261e+02,3.8677e+01,1.00,9.7880e+01,34607.07,1.2904e+02,2036.31,0.2
227,1,0.0235,2.8299e+02,3.9456e+01,1.02,9.7902e+01,34670.60,1.2908e+02,2036.70,0.2
228,1,0.0236,2.8704e+02,4.2284e+01,1.02,9.8476e+01,34557.23,1.2965e+02,2043.93,0.2
229,1,0.0239,2.8609e+02,4.0925e+01,1.01,9.8327e+01,34537.67,1.2950e+02,2041.51,0.2
230,1,0.0221,2.8404e+02,3.8824e+01,0.99,9.8088e+01,34530.17,1.2926e+02,2039.52,0.2
231,1,0.0225,2.8552e+02,4.0121e+01,1.01,9.8183e+01,34480.64,1.2935e+02,2039.36,0.2
232,1,0.0224,2.8308e+02,3.8774e+01,0.99,9.8019e+01,34642.20,1.2918e+02,2039.07,0.2
233,1,0.0229,2.8333e+02,3.9346e+01,1.03,9.8184e+01,34749.34,1.2934e+02,2040.53,0.2
234,1,0.0233,2.8200e+02,3.8690e+01,1.01,9.7564e+01,34446.55,1.2872e+02,2031.62,0.2
235,1,0.0244,2.8281e+02,3.7461e+01,0.97,9.7976e+01,34633.41,1.2913e+02,2037.11,0.2
236,1,0.0242,2.8573e+02,4.2116e+01,1.02,9.8440e+01,34561.70,1.2962e+02,2045.66,0.2
237,1,0.0231,2.8377e+02,3.8034e+01,0.98,9.7989e+01,34507.83,1.2915e+02,2037.15,0.2
238,1,0.0229,2.8260e+02,3.6639e+01,0.97,9.8072e+01,34644.57,1.2923e+02,2039.90,0.2
239,1,0.0223,2.8270e+02,3.7265e+01,0.99,9.8183e+01,34729.87,1.2934e+02,2042.12,0.2
240,1,0.0226,2.8424e+02,3.8287e+01,0.96,9.8025e+01,34509.16,1.2919e+02,2036.20,0.2
241,1,0.0231,2.8240e+02,3.7632e+01,0.99,9.7719e+01,34476.32,1.2888e+02,2034.38,0.2
242,1,0.0231,2.8334e+02,3.7259e+01,0.96,9.8240e+01,34634.16,1.2942e+02,2043.41,0.2
243,1,0.0230,2.8554e+02,3.9338e+01,0.96,9.8538e+01,34643.04,1.2970e+02,2044.77,0.2
244,1,0.0236,2.8374e+02,4.0105e+01,1.08,9.8038e+01,34338.72,1.2923e+02,2040.64,0.2
245,1,0.0264,2.8178e+02,4.7935e+01,1.16,9.7244e+01,34720.05,1.2837e+02,2027.96,0.2
246,1,0.0324,2.8829e+02,4.7214e+01,1.10,9.8661e+01,34475.48,1.2985e+02,2048.07,0.2
247,1,0.0307,2.8150e+02,3.9322e+01,1.05,9.7926e+01,34793.74,1.2906e+02,2035.58,0.2
248,1,0.0244,2.8214e+02,3.5672e+01,0.93,9.8009e+01,34694.78,1.2916e+02,2038.56,0.2
249,1,0.0215,2.8118e+02,3.7962e+01,0.95,9.7590e+01,34555.86,1.2875e+02,2034.25,0.2
250,1,0.0221,2.8229e+02,3.7675e+01,0.96,9.7915e+01,34665.38,1.2906e+02,2036.29,0.2
251,1,0.0242,2.8613e+02,3.8482e+01,0.92,9.8420e+01,34627.89,1.2958e+02,2041.84,0.2
252,1,0.0231,2.8786e+02,4.4553e+01,1.07,9.8490e+01,34508.79,1.2967e+02,2044.30,0.2
253,1,0.0244,2.8369e+02,3.6887e+01,0.94,9.8046e+01,34468.73,1.2921e+02,2038.70,0.2
254,1,0.0219,2.8167e+02,3.6418e+01,0.94,9.7869e+01,34664.40,1.2902e+02,2037.04,0.2
255,1,0.0214,2.8209e+02,3.5576e+01,0.95,9.8094e+01,34692.82,1.2925e+02,2040.93,0.2
256,1,0.0209,2.8264e+02,3.5568e+01,0.91,9.8023e+01,34607.36,1.2918e+02,2038.68,0.2
257,1,0.0203,2.8193e+02,3.6546e+01,0.93,9.7786e+01,34567.72,1.2894e+02,2034.34,0.2
258,1,0.0215,2.8136e+02,3.7690e+01,0.97,9.7811e+01,34689.54,1.2895e+02,2035.44,0.2
259,1,0.0242,2.8238e+02,3.4728e+01,0.93,9.8183e+01,34652.56,1.2935e+02,2041.79,0.2
260,1,0.0218,2.8178e+02,3.6502e+01,0.94,9.7913e+01,34695.93,1.2906e+02,2037.54,0.2
261,1,0.0218,2.8378e+02,3.6003e+01,0.91,9.8226e+01,34631.88,1.2937e+02,2039.76,0.2
262,1,0.0211,2.8519e+02,3.7456e+01,0.91,9.8483e+01,34628.31,1.2965e+02,2044.87,0.2
263,1,0.0199,2.8307e+02,3.4940e+01,0.88,9.8147e+01,34591.84,1.2930e+02,2039.80,0.2
264,1,0.0201,2.8165e+02,3.4035e+01,0.88,9.7889e+01,34576.77,1.2905e+02,2038.02,0.2
265,1,0.0202,2.8637e+02,4.0584e+01,0.95,9.8565e+01,34546.17,1.2975e+02,2046.91,0.2
266,1,0.0240,2.8671e+02,4.0893e+01,0.96,9.8466e+01,34469.89,1.2963e+02,2043.69,0.2
267,1,0.0240,2.8105e+02,3.3498e+01,0.90,9.7776e+01,34491.57,1.2893e+02,2037.91,0.2
268,1,0.0207,2.8407e+02,3.7063e+01,0.94,9.8184e+01,34484.28,1.2937e+02,2042.18,0.2
269,1,0.0221,2.8292e+02,3.6648e+01,1.01,9.7822e+01,34382.35,1.2899e+02,2036.47,0.2
270,1,0.0211,2.8462e+02,3.6087e+01,0.88,9.8361e+01,34554.29,1.2952e+02,2042.64,0.2
271,1,0.0204,2.8801e+02,4.0027e+01,0.89,9.8684e+01,34587.12,1.2985e+02,2045.48,0.2
272,1,0.0202,2.8445e+02,3.6715e+01,0.91,9.8424e+01,34568.82,1.2960e+02,2045.53,0.2
273,1,0.0209,2.8373e+02,3.7021e+01,0.93,9.8346e+01,34532.95,1.2951e+02,2044.68,0.2
274,1,0.0224,2.8223e+02,3.5132e+01,0.95,9.7877e+01,34407.87,1.2905e+02,2038.23,0.2
275,1,0.0214,2.8434e+02,3.8302e+01,0.96,9.8240e+01,34463.14,1.2943e+02,2043.31,0.2
276,1,0.0215,2.8092e+02,3.4278e+01,0.88,9.7780e+01,34590.00,1.2893e+02,2036.87,0.2
277,1,0.0200,2.8515e+02,3.6592e+01,0.88,9.8429e+01,34575.50,1.2960e+02,2044.15,0.2
278,1,0.0196,2.8120e+02,3.4579e+01,0.90,9.7886e+01,34658.28,1.2903e+02,2037.62,0.2
279,1,0.0205,2.8441e+02,3.7188e+01,0.93,9.8290e+01,34455.33,1.2947e+02,2043.56,0.2
280,1,0.0200,2.8093e+02,3.5215e+01,0.91,9.7784e+01,34645.61,1.2893e+02,2035.65,0.2
281,1,0.0204,2.8278e+02,3.3878e+01,0.89,9.8119e+01,34514.42,1.2930e+02,2041.68,0.2
282,1,0.0195,2.8073e+02,3.4921e+01,0.89,9.7735e+01,34640.78,1.2889e+02,2036.30,0.2
283,1,0.0201,2.8307e+02,3.3285e+01,0.85,9.8198e+01,34567.04,1.2936e+02,2041.27,0.2
284,1,0.0187,2.8211e+02,3.2659e+01,0.85,9.8078e+01,34593.07,1.2924e+02,2040.62,0.2
285,1,0.0182,2.8128e+02,3.3349e+01,0.86,9.7805e+01,34547.27,1.2896e+02,2035.75,0.2
286,1,0.0187,2.8338e+02,3.4198e+01,0.86,9.8285e+01,34553.85,1.2945e+02,2043.25,0.2
287,1,0.0185,2.8169e+02,3.2366e+01,0.85,9.7976e+01,34583.07,1.2914e+02,2039.12,0.2
288,1,0.0182,2.8193e+02,3.2233e+01,0.85,9.8083e+01,34608.95,1.2924e+02,2040.33,0.2
289,1,0.0184,2.8271e+02,3.3240e+01,0.86,9.8143e+01,34523.55,1.2931e+02,2041.85,0.2
290,1,0.0186,2.8274e+02,3.2844e+01,0.84,9.8191e+01,34588.54,1.2935e+02,2041.36,0.2
291,1,0.0180,2.8144e+02,3.2667e+01,0.85,9.7912e+01,34560.30,1.2908e+02,2039.14,0.2
292,1,0.0185,2.8170e+02,3.3439e+01,0.88,9.8026e+01,34632.43,1.2918e+02,2039.11,0.2
293,1,0.0199,2.8491e+02,3.7733e+01,0.91,9.8446e+01,34501.03,1.2962e+02,2045.71,0.2
294,1,0.0204,2.8120e+02,3.2520e+01,0.85,9.7864e+01,34609.54,1.2902e+02,2037.96,0.2
295,1,0.0180,2.8267e+02,3.2745e+01,0.84,9.8129e+01,34554.95,1.2928e+02,2040.19,0.2
296,1,0.0180,2.8122e+02,3.1907e+01,0.84,9.7953e+01,34590.61,1.2912e+02,2040.67,0.2
297,1,0.0186,2.8573e+02,3.6955e+01,0.86,9.8482e+01,34533.24,1.2964e+02,2043.82,0.2
298,1,0.0206,2.8075e+02,3.4458e+01,0.87,9.7751e+01,34642.38,1.2891e+02,2037.25,0.2
299,1,0.0194,2.8265e+02,3.2822e+01,0.84,9.8111e+01,34542.28,1.2928e+02,2040.71,0.2
300,1,0.0181,2.8127e+02,3.2176e+01,0.85,9.8033e+01,34613.96,1.2919e+02,2040.67,0.2
301,1,0.0179,2.8207e+02,3.2179e+01,0.85,9.8027e+01,34518.61,1.2920e+02,2040.08,0.2
302,1,0.0181,2.8250e+02,3.2413e+01,0.83,9.8172e+01,34563.92,1.2933e+02,2041.46,0.2
303,1,0.0191,2.8100e+02,3.2299e+01,0.85,9.7886e+01,34614.29,1.2904e+02,2037.99,0.2
304,1,0.0180,2.8231e+02,3.2022e+01,0.84,9.8221e+01,34608.02,1.2939e+02,2043.20,0.2
305,1,0.0180,2.8230e+02,3.1859e+01,0.83,9.8136e+01,34543.28,1.2929e+02,2041.19,0.2
306,1,0.0177,2.8188e+02,3.1625e+01,0.83,9.8096e+01,34596.13,1.2927e+02,2042.01,0.2
307,1,0.0190,2.8166e+02,3.1527e+01,0.83,9.7991e+01,34579.01,1.2916e+02,2039.88,0.2
308,1,0.0206,2.8337e+02,3.3626e+01,0.85,9.8136e+01,34518.16,1.2930e+02,2039.94,0.2
309,1,0.0190,2.8148e+02,3.2639e+01,0.86,9.8029e+01,34640.71,1.2919e+02,2040.39,0.2
310,1,0.0180,2.8230e+02,3.1727e+01,0.82,9.8140e+01,34550.22,1.2930e+02,2041.42,0.2
311,1,0.0174,2.8217e+02,3.1865e+01,0.84,9.8245e+01,34618.71,1.2941e+02,2043.80,0.2
312,1,0.0182,2.8068e+02,3.2333e+01,0.84,9.7738e+01,34557.42,1.2889e+02,2036.19,0.2
313,1,0.0191,2.8426e+02,3.7469e+01,0.93,9.8484e+01,34555.08,1.2967e+02,2048.16,0.2
314,1,0.0206,2.8049e+02,3.5162e+01,0.89,9.7692e+01,34633.19,1.2883e+02,2034.55,0.2
315,1,0.0211,2.8130e+02,3.1375e+01,0.85,9.7982e+01,34536.21,1.2917e+02,2042.19,0.2
316,1,0.0193,2.8246e+02,3.3065e+01,0.87,9.8313e+01,34655.20,1.2945e+02,2042.09,0.2
317,1,0.0180,2.8072e+02,3.0771e+01,0.82,9.7856e+01,34564.16,1.2902e+02,2039.41,0.2
318,1,0.0179,2.8176e+02,3.1482e+01,0.83,9.8002e+01,34579.95,1.2917e+02,2039.00,0.2
319,1,0.0182,2.8160e+02,3.1660e+01,0.84,9.8143e+01,34659.56,1.2929e+02,2041.92,0.2
320,1,0.0183,2.8213e+02,3.1279e+01,0.81,9.8163e+01,34574.23,1.2932e+02,2041.66,0.2
321,1,0.0174,2.8070e+02,3.1783e+01,0.83,9.7860e+01,34611.59,1.2902e+02,2038.60,0.2
322,1,0.0183,2.8133e+02,3.0841e+01,0.82,9.7997e+01,34598.51,1.2915e+02,2040.24,0.2
323,1,0.0175,2.8325e+02,3.2472e+01,0.82,9.8263e+01,34547.77,1.2944e+02,2043.43,0.2
324,1,0.0174,2.8213e+02,3.1260e+01,0.81,9.8144e+01,34550.55,1.2930e+02,2041.85,0.2
325,1,0.0173,2.8205e+02,3.1593e+01,0.83,9.8285e+01,34611.12,1.2946e+02,2045.17,0.2
326,1,0.0178,2.8165e+02,3.1457e+01,0.82,9.8000e+01,34579.65,1.2916e+02,2039.14,0.2
327,1,0.0175,2.8155e+02,3.0652e+01,0.81,9.8048e+01,34555.40,1.2920e+02,2040.64,0.2
328,1,0.0170,2.8176e+02,3.0687e+01,0.82,9.8098e+01,34541.85,1.2927e+02,2042.04,0.2
329,1,0.0172,2.8114e+02,3.0279e+01,0.80,9.7930e+01,34561.99,1.2909e+02,2039.03,0.2
330,1,0.0167,2.8134e+02,3.0164e+01,0.81,9.8087e+01,34614.45,1.2925e+02,2041.77,0.2
331,1,0.0170,2.8157e+02,3.0436e+01,0.80,9.7993e+01,34552.74,1.2915e+02,2039.41,0.2
332,1,0.0170,2.8129e+02,3.0120e+01,0.80,9.7990e+01,34564.58,1.2915e+02,2039.95,0.2
333,1,0.0169,2.8202e+02,3.0624e+01,0.80,9.8124e+01,34556.57,1.2928e+02,2041.31,0.2
334,1,0.0169,2.8096e+02,3.0319e+01,0.81,9.8040e+01,34622.21,1.2921e+02,2042.30,0.2
335,1,0.0173,2.8189e+02,3.1258e+01,0.82,9.8158e+01,34618.78,1.2931e+02,2041.07,0.2
336,1,0.0171,2.8080e+02,3.0476e+01,0.81,9.7852e+01,34557.04,1.2901e+02,2038.16,0.2
337,1,0.0176,2.8111e+02,3.0392e+01,0.81,9.8065e+01,34624.90,1.2923e+02,2042.23,0.2
338,1,0.0177,2.8180e+02,3.0716e+01,0.80,9.8077e+01,34575.54,1.2924e+02,2041.40,0.2
339,1,0.0168,2.8135e+02,2.9982e+01,0.81,9.7981e+01,34520.78,1.2915e+02,2040.68,0.2
340,1,0.0171,2.8100e+02,2.9546e+01,0.79,9.8002e+01,34575.12,1.2916e+02,2040.94,0.2
341,1,0.0169,2.8223e+02,3.0749e+01,0.80,9.8277e+01,34607.91,1.2944e+02,2043.80,0.2
342,1,0.0167,2.8242e+02,3.1294e+01,0.82,9.8126e+01,34512.97,1.2930e+02,2042.00,0.2
343,1,0.0181,2.8133e+02,2.9960e+01,0.80,9.7960e+01,34544.18,1.2912e+02,2039.46,0.2
344,1,0.0169,2.8139e+02,3.0091e+01,0.81,9.8049e+01,34551.42,1.2921e+02,2041.59,0.2
345,1,0.0169,2.8189e+02,3.0104e+01,0.79,9.8152e+01,34580.71,1.2931e+02,2042.00,0.2
346,1,0.0169,2.8206e+02,3.0354e+01,0.79,9.8189e+01,34573.83,1.2936e+02,2043.06,0.2
347,1,0.0167,2.8076e+02,3.0351e+01,0.81,9.7992e+01,34652.61,1.2915e+02,2040.45,0.2
348,1,0.0167,2.8156e+02,2.9740e+01,0.80,9.8040e+01,34523.26,1.2921e+02,2041.02,0.2
349,1,0.0169,2.8246e+02,3.1041e+01,0.80,9.8291e+01,34572.91,1.2945e+02,2044.26,0.2
350,1,0.0170,2.8152e+02,2.9540e+01,0.80,9.8182e+01,34624.79,1.2934e+02,2043.13,0.2
351,1,0.0168,2.8231e+02,3.1093e+01,0.81,9.8274e+01,34579.58,1.2943e+02,2043.80,0.2
352,1,0.0170,2.8142e+02,2.9576e+01,0.80,9.8178e+01,34621.28,1.2934e+02,2043.67,0.2
353,1,0.0162,2.8108e+02,2.9299e+01,0.79,9.8059e+01,34613.28,1.2922e+02,2041.29,0.2
354,1,0.0163,2.8140e+02,2.9258e+01,0.78,9.8063e+01,34560.05,1.2923e+02,2041.69,0.2
355,1,0.0164,2.8083e+02,2.9296e+01,0.79,9.7955e+01,34589.83,1.2911e+02,2039.73,0.2
356,1,0.0165,2.8145e+02,2.9208e+01,0.78,9.8101e+01,34567.23,1.2926e+02,2042.17,0.2
357,1,0.0161,2.8105e+02,2.8913e+01,0.78,9.8009e+01,34562.63,1.2917e+02,2041.02,0.2
358,1,0.0164,2.8075e+02,2.9174e+01,0.78,9.7953e+01,34581.75,1.2911e+02,2039.86,0.2
359,1,0.0160,2.8157e+02,2.9251e+01,0.78,9.8104e+01,34573.75,1.2927e+02,2041.77,0.2
360,1,0.0160,2.8113e+02,2.9103e+01,0.78,9.8074e+01,34604.07,1.2923e+02,2041.68,0.2
361,2,21.0854,6.5292e+01,2.9103e+01,0.78,1.6143e+01,508.88,1.5328e+01,220.61,0.2
362,2,6.6290,4.1364e+01,2.9103e+01,0.78,1.5952e+01,333.42,4.6943e+00,62.05,0.2
363,2,4.5274,4.1215e+01,2.9103e+01,0.78,1.2729e+01,1223.68,3.2327e+00,39.37,0.2
364,2,3.8302,3.9268e+01,2.9103e+01,0.78,1.0821e+01,429.55,3.2708e+00,50.07,0.2
365,2,3.3453,3.8675e+01,2.9103e+01,0.78,5.7561e+00,233.68,3.4725e+00,50.79,0.2
366,2,2.9844,3.8261e+01,2.9103e+01,0.78,3.2391e+00,824.35,1.5329e+00,20.18,0.2
367,2,2.7203,3.8418e+01,2.9103e+01,0.78,2.8474e+00,429.78,1.2062e+00,23.63,0.2
368,2,2.4848,3.8168e+01,2.9103e+01,0.78,2.8786e+00,731.59,1.4884e+00,23.77,0.2
369,2,2.3058,3.8175e+01,2.9103e+01,0.78,2.3610e+00,211.30,1.1689e+00,21.82,0.2
370,2,2.1536,3.8250e+01,2.9103e+01,0.78,2.0831e+00,316.88,1.2308e+00,18.80,0.2
371,2,2.0248,3.8252e+01,2.9103e+01,0.78,3.6677e+00,1148.87,7.9022e-01,10.68,0.2
372,2,1.9706,3.8194e+01,2.9103e+01,0.78,2.2220e+00,89.49,1.4192e+00,21.11,0.2
373,2,1.8738,3.8253e+01,2.9103e+01,0.78,2.6080e+00,578.93,1.5458e+00,22.34,0.2
374,2,1.8217,3.8350e+01,2.9103e+01,0.78,2.3293e+00,653.75,1.4959e+00,24.61,0.2
375,2,1.7306,3.8214e+01,2.9103e+01,0.78,1.7895e+00,428.37,1.4020e+00,23.06,0.2
376,2,1.6908,3.8157e+01,2.9103e+01,0.78,1.6151e+00,463.95,1.0852e+00,20.07,0.2
377,2,1.6347,3.8228e+01,2.9103e+01,0.78,3.5616e+00,976.95,5.6092e-01,10.05,0.2
378,2,1.5364,3.8134e+01,2.9103e+01,0.78,1.5335e+00,112.63,7.7353e-01,11.77,0.2
379,2,1.4378,3.8144e+01,2.9103e+01,0.78,1.2610e+00,180.61,4.6461e-01,7.47,0.2
380,2,1.3898,3.8336e+01,2.9103e+01,0.78,2.8585e+00,449.91,1.8280e+00,27.73,0.2
381,2,1.4639,3.8193e+01,2.9103e+01,0.78,1.3679e+00,219.21,2.1630e+00,33.10,0.2
382,2,1.3806,3.8187e+01,2.9103e+01,0.78,2.7293e+00,408.34,5.8782e-01,9.71,0.2
383,2,1.2830,3.8147e+01,2.9103e+01,0.78,1.5892e+00,316.94,7.0679e-01,11.65,0.2
384,2,1.2385,3.8310e+01,2.9103e+01,0.78,1.9106e+00,85.51,1.5137e+00,21.74,0.2
385,2,1.3048,3.8122e+01,2.9103e+01,0.78,1.2950e+00,262.49,3.9503e-01,6.31,0.2
386,2,1.2094,3.8150e+01,2.9103e+01,0.78,1.3660e+00,288.44,6.2181e-01,10.69,0.2
387,2,1.1894,3.8188e+01,2.9103e+01,0.78,1.2922e+00,255.90,1.1254e+00,18.35,0.2
388,2,1.1130,3.8137e+01,2.9103e+01,0.78,2.1717e+00,657.68,8.1733e-01,12.65,0.2
389,2,1.0979,3.8252e+01,2.9103e+01,0.78,1.1756e+00,45.69,1.7588e+00,27.22,0.2
390,2,1.1267,3.8206e+01,2.9103e+01,0.78,2.8107e+00,508.00,5.5729e-01,9.13,0.2
391,2,1.0847,3.8210e+01,2.9103e+01,0.78,1.5555e+00,51.18,1.1044e+00,17.91,0.2
392,2,1.0519,3.8163e+01,2.9103e+01,0.78,1.9577e+00,90.59,6.9371e-01,10.15,0.2
393,2,0.9903,3.8117e+01,2.9103e+01,0.78,1.3044e+00,282.07,2.7703e-01,5.00,0.2
394,2,1.0249,3.8212e+01,2.9103e+01,0.78,1.9453e+00,463.70,1.2134e+00,16.37,0.2
395,2,1.0451,3.8199e+01,2.9103e+01,0.78,2.8715e+00,1443.40,1.0009e+00,15.36,0.2
396,2,1.0245,3.8127e+01,2.9103e+01,0.78,2.2477e+00,879.45,2.5976e-01,4.78,0.2
397,2,0.9585,3.8184e+01,2.9103e+01,0.78,3.5796e+00,1105.65,5.5364e-01,7.69,0.2
398,2,0.9349,3.8330e+01,2.9103e+01,0.78,3.3689e+00,93.31,8.8922e-01,14.81,0.2
399,2,0.9122,3.8200e+01,2.9103e+01,0.78,1.3418e+00,49.81,1.4099e+00,23.57,0.2
400,2,0.9432,3.8178e+01,2.9103e+01,0.78,2.0207e+00,152.43,6.9447e-01,11.72,0.2
401,2,0.9083,3.8152e+01,2.9103e+01,0.78,2.0377e+00,748.06,8.9427e-01,11.91,0.2
402,2,0.8498,3.8146e+01,2.9103e+01,0.78,1.4729e+00,115.41,5.1916e-01,8.03,0.2
403,2,0.8267,3.8133e+01,2.9103e+01,0.78,1.4129e+00,149.03,6.3062e-01,9.72,0.2
404,2,0.8167,3.8118e+01,2.9103e+01,0.78,9.4094e-01,112.68,3.0779e-01,5.31,0.2
405,2,0.7475,3.8111e+01,2.9103e+01,0.78,9.1471e-01,59.70,6.0908e-01,8.55,0.2
406,2,0.7389,3.8119e+01,2.9103e+01,0.78,9.9095e-01,96.72,4.6414e-01,8.27,0.2
407,2,0.7337,3.8106e+01,2.9103e+01,0.78,1.0023e+00,122.29,2.3320e-01,3.84,0.2
408,2,0.7230,3.8110e+01,2.9103e+01,0.78,9.7417e-01,114.34,3.5746e-01,5.52,0.2
409,2,0.7159,3.8108e+01,2.9103e+01,0.78,9.4281e-01,69.37,2.1125e-01,3.83,0.2
410,2,0.7083,3.8107e+01,2.9103e+01,0.78,1.0314e+00,114.15,2.8501e-01,4.49,0.2
411,2,0.7008,3.8107e+01,2.9103e+01,0.78,1.1187e+00,252.75,4.3643e-01,7.83,0.2
412,2,0.6997,3.8106e+01,2.9103e+01,0.78,1.0122e+00,130.11,3.3032e-01,5.47,0.2
413,2,0.6850,3.8104e+01,2.9103e+01,0.78,9.2423e-01,102.09,2.5288e-01,4.46,0.2
414,2,0.6770,3.8103e+01,2.9103e+01,0.78,9.6669e-01,123.55,1.8980e-01,3.05,0.2
415,2,0.6727,3.8116e+01,2.9103e+01,0.78,1.2454e+00,137.00,1.9765e-01,2.99,0.2
416,2,0.6639,3.8103e+01,2.9103e+01,0.78,8.7108e-01,94.67,2.2200e-01,3.56,0.2
417,2,0.6515,3.8103e+01,2.9103e+01,0.78,9.7881e-01,71.36,1.8384e-01,3.16,0.2
418,2,0.6458,3.8102e+01,2.9103e+01,0.78,9.5785e-01,76.47,2.2338e-01,3.71,0.2
419,2,0.6417,3.8105e+01,2.9103e+01,0.78,1.0357e+00,73.15,2.0897e-01,3.47,0.2
420,2,0.6327,3.8108e+01,2.9103e+01,0.78,1.0499e+00,81.65,2.1499e-01,3.12,0.2
421,2,0.6250,3.8110e+01,2.9103e+01,0.78,1.0869e+00,217.21,5.4475e-01,7.59,0.2
422,2,0.6242,3.8106e+01,2.9103e+01,0.78,9.5845e-01,123.62,2.5390e-01,3.97,0.2
423,2,0.6098,3.8102e+01,2.9103e+01,0.78,9.3868e-01,190.15,2.1214e-01,4.02,0.2
424,2,0.6032,3.8105e+01,2.9103e+01,0.78,9.2492e-01,81.29,2.4723e-01,3.62,0.2
425,2,0.5945,3.8107e+01,2.9103e+01,0.78,9.5751e-01,99.83,3.1497e-01,4.59,0.2
426,2,0.5937,3.8104e+01,2.9103e+01,0.78,8.5274e-01,56.51,1.8673e-01,3.16,0.2
427,2,0.5822,3.8103e+01,2.9103e+01,0.78,8.7066e-01,130.72,3.9666e-01,5.60,0.2
428,2,0.5752,3.8104e+01,2.9103e+01,0.78,8.6575e-01,92.43,1.9065e-01,2.99,0.2
429,2,0.5708,3.8101e+01,2.9103e+01,0.78,8.6828e-01,71.98,1.8051e-01,3.21,0.2
430,2,0.5665,3.8101e+01,2.9103e+01,0.78,8.5545e-01,58.94,1.7328e-01,2.59,0.2
431,2,0.5614,3.8102e+01,2.9103e+01,0.78,9.3734e-01,82.01,1.4796e-01,2.54,0.2
432,2,0.5608,3.8104e+01,2.9103e+01,0.78,9.0256e-01,61.19,2.0589e-01,3.30,0.2
433,2,0.5563,3.8101e+01,2.9103e+01,0.78,8.5446e-01,77.12,1.5533e-01,2.60,0.2
434,2,0.5534,3.8103e+01,2.9103e+01,0.78,8.3642e-01,96.34,1.4943e-01,2.41,0.2
435,2,0.5484,3.8101e+01,2.9103e+01,0.78,8.6957e-01,60.73,1.9413e-01,2.85,0.2
436,2,0.5459,3.8101e+01,2.9103e+01,0.78,8.8482e-01,58.05,1.9417e-01,2.81,0.2
437,2,0.5428,3.8104e+01,2.9103e+01,0.78,8.5345e-01,88.43,2.6035e-01,3.84,0.2
438,2,0.5395,3.8099e+01,2.9103e+01,0.78,8.6099e-01,151.71,1.9699e-01,2.99,0.2
439,2,0.5377,3.8101e+01,2.9103e+01,0.78,8.5225e-01,66.11,2.1789e-01,3.26,0.2
440,2,0.5317,3.8101e+01,2.9103e+01,0.78,8.5777e-01,63.74,1.8548e-01,3.04,0.2
441,2,0.5292,3.8101e+01,2.9103e+01,0.78,8.5283e-01,96.61,1.4847e-01,2.57,0.2
442,2,0.5264,3.8099e+01,2.9103e+01,0.78,8.7665e-01,58.55,1.3503e-01,2.34,0.2
443,2,0.5230,3.8104e+01,2.9103e+01,0.78,8.4092e-01,58.41,2.1480e-01,3.24,0.2
444,2,0.5165,3.8101e+01,2.9103e+01,0.78,8.3450e-01,74.95,1.6017e-01,2.81,0.2
445,2,0.5134,3.8104e+01,2.9103e+01,0.78,8.9740e-01,56.90,2.2079e-01,3.52,0.2
446,2,0.5118,3.8103e+01,2.9103e+01,0.78,8.3547e-01,90.75,1.6410e-01,2.76,0.2
447,2,0.5093,3.8106e+01,2.9103e+01,0.78,9.4293e-01,124.97,2.0985e-01,3.18,0.2
448,2,0.5083,3.8104e+01,2.9103e+01,0.78,8.9218e-01,157.29,2.3052e-01,4.05,0.2
449,2,0.5031,3.8102e+01,2.9103e+01,0.78,9.1907e-01,63.90,1.3593e-01,2.20,0.2
450,2,0.4999,3.8099e+01,2.9103e+01,0.78,9.0895e-01,118.40,1.4871e-01,2.84,0.2
451,2,0.4965,3.8109e+01,2.9103e+01,0.78,8.5313e-01,64.39,3.6731e-01,5.01,0.2
452,2,0.4938,3.8100e+01,2.9103e+01,0.78,9.1540e-01,59.37,1.6146e-01,3.03,0.2
453,2,0.4873,3.8099e+01,2.9103e+01,0.78,8.2118e-01,52.89,1.4449e-01,2.61,0.2
454,2,0.4840,3.8104e+01,2.9103e+01,0.78,8.4404e-01,55.18,1.7709e-01,3.08,0.2
455,2,0.4822,3.8099e+01,2.9103e+01,0.78,8.3159e-01,109.71,1.4518e-01,2.23,0.2
456,2,0.4781,3.8099e+01,2.9103e+01,0.78,8.5146e-01,63.09,1.3699e-01,2.54,0.2
457,2,0.4729,3.8101e+01,2.9103e+01,0.78,8.8614e-01,61.86,1.5392e-01,2.79,0.2
458,2,0.4709,3.8101e+01,2.9103e+01,0.78,8.7175e-01,68.18,1.6758e-01,2.69,0.2
459,2,0.4701,3.8100e+01,2.9103e+01,0.78,8.2860e-01,56.45,1.5121e-01,2.50,0.2
460,2,0.4685,3.8101e+01,2.9103e+01,0.78,8.2696e-01,55.27,1.8563e-01,2.75,0.2
461,2,0.4653,3.8101e+01,2.9103e+01,0.78,8.1953e-01,60.65,1.5471e-01,2.38,0.2
462,2,0.4634,3.8100e+01,2.9103e+01,0.78,8.1269e-01,56.29,1.3809e-01,2.27,0.2
