Epoch,Stage,Train_Loss,Val_Phys_RMSE,M1_MAE,M1_RelErr(%),M2_MAE,M2_RelErr(%),M3_MAE,M3_RelErr(%),Time_Cost(s)
234,1,0.0264,2.1800e+02,4.9237e+01,1.79,3.5576e+01,13838.86,3.3375e+01,505.21,0.2
235,1,0.0255,2.1849e+02,4.9955e+01,1.80,3.5773e+01,13930.53,3.3423e+01,506.15,0.2
236,1,0.0265,2.1788e+02,4.8762e+01,1.76,3.5609e+01,13856.43,3.3429e+01,506.10,0.2
237,1,0.0260,2.1716e+02,4.8536e+01,1.78,3.5651e+01,13899.82,3.3488e+01,506.97,0.2
238,1,0.0256,2.1826e+02,4.8268e+01,1.76,3.5704e+01,13861.83,3.3417e+01,506.37,0.2
239,1,0.0255,2.1780e+02,4.7873e+01,1.75,3.5634e+01,13813.91,3.3383e+01,505.76,0.2
240,1,0.0283,2.1773e+02,5.0884e+01,1.80,3.5658e+01,13892.57,3.3493e+01,507.47,0.2
241,2,15.6855,6.5087e+01,5.0884e+01,1.80,2.3054e+01,6265.35,1.0102e+01,147.74,0.2
242,2,5.3727,5.7294e+01,5.0884e+01,1.80,1.8113e+01,4930.91,1.7437e+00,32.04,0.2
243,2,3.8822,5.5584e+01,5.0884e+01,1.80,1.2242e+01,3797.95,4.0642e+00,59.52,0.2
244,2,3.1833,5.4206e+01,5.0884e+01,1.80,6.4650e+00,321.88,2.7112e+00,39.67,0.2
245,2,2.7254,5.4078e+01,5.0884e+01,1.80,4.9676e+00,1157.92,1.4005e+00,21.42,0.2
246,2,2.4101,5.3593e+01,5.0884e+01,1.80,2.7964e+00,290.66,1.7507e+00,26.72,0.2
247,2,2.1921,5.3765e+01,5.0884e+01,1.80,2.4825e+00,330.64,2.1229e+00,32.00,0.2
248,2,2.0406,5.3620e+01,5.0884e+01,1.80,2.9292e+00,704.47,1.3135e+00,21.68,0.2
249,2,1.9281,5.3584e+01,5.0884e+01,1.80,2.0800e+00,436.32,1.6119e+00,27.22,0.2
250,2,1.8631,5.3674e+01,5.0884e+01,1.80,3.0445e+00,200.83,2.0066e+00,28.03,0.2
251,2,1.8021,5.3690e+01,5.0884e+01,1.80,3.1708e+00,500.29,6.7873e-01,10.74,0.2
252,2,1.7068,5.3552e+01,5.0884e+01,1.80,1.8557e+00,162.95,1.4520e+00,23.67,0.2
253,2,1.6181,5.3592e+01,5.0884e+01,1.80,2.1466e+00,295.90,4.2646e-01,7.13,0.2
254,2,1.5638,5.3618e+01,5.0884e+01,1.80,2.3361e+00,169.19,1.3895e+00,21.05,0.2
255,2,1.5049,5.3581e+01,5.0884e+01,1.80,2.1418e+00,119.58,1.0937e+00,18.03,0.2
256,2,1.4733,5.3572e+01,5.0884e+01,1.80,3.2607e+00,1233.98,1.1038e+00,17.30,0.2
257,2,1.4064,5.3600e+01,5.0884e+01,1.80,1.6721e+00,158.86,5.9266e-01,9.77,0.2
258,2,1.3469,5.3585e+01,5.0884e+01,1.80,2.0974e+00,71.32,1.6471e+00,26.79,0.2
259,2,1.3091,5.3549e+01,5.0884e+01,1.80,2.0788e+00,272.62,1.6769e+00,25.52,0.2
260,2,1.2644,5.3811e+01,5.0884e+01,1.80,4.0572e+00,1020.37,1.1970e+00,17.88,0.2
261,2,1.2726,5.3636e+01,5.0884e+01,1.80,2.9478e+00,962.54,5.8903e-01,11.22,0.2
262,2,1.2085,5.3573e+01,5.0884e+01,1.80,3.6605e+00,1339.08,9.9301e-01,15.09,0.2
263,2,1.1844,5.3560e+01,5.0884e+01,1.80,2.2155e+00,531.83,5.6453e-01,9.62,0.2
264,2,1.1376,5.3613e+01,5.0884e+01,1.80,2.0218e+00,584.50,7.2451e-01,10.34,0.2
265,2,1.0964,5.3632e+01,5.0884e+01,1.80,3.1185e+00,671.37,5.4331e-01,10.02,0.2
266,2,1.0877,5.3573e+01,5.0884e+01,1.80,2.2789e+00,282.63,1.0287e+00,16.25,0.2
267,2,1.0613,5.3609e+01,5.0884e+01,1.80,1.6988e+00,315.31,7.5183e-01,11.81,0.2
268,2,1.0052,5.3584e+01,5.0884e+01,1.80,2.6385e+00,718.27,6.2623e-01,9.50,0.2
269,2,0.9787,5.3635e+01,5.0884e+01,1.80,2.4086e+00,263.41,3.4839e-01,6.46,0.2
270,2,0.9662,5.3556e+01,5.0884e+01,1.80,1.5896e+00,428.74,6.3240e-01,10.82,0.2
271,2,0.9502,5.3591e+01,5.0884e+01,1.80,1.4818e+00,314.81,3.9079e-01,5.87,0.2
272,2,0.9001,5.3637e+01,5.0884e+01,1.80,1.4258e+00,242.54,8.1134e-01,12.07,0.2
273,2,0.8814,5.3648e+01,5.0884e+01,1.80,3.0549e+00,520.32,7.3919e-01,12.66,0.2
274,2,0.8780,5.3561e+01,5.0884e+01,1.80,2.0641e+00,364.56,3.2398e-01,5.93,0.2
275,2,0.8811,5.3602e+01,5.0884e+01,1.80,1.6180e+00,262.29,2.7170e-01,4.32,0.2
276,2,0.8413,5.3734e+01,5.0884e+01,1.80,1.5913e+00,372.00,1.7235e+00,25.47,0.2
277,2,0.8389,5.3555e+01,5.0884e+01,1.80,1.8679e+00,121.80,1.2227e+00,19.70,0.2
278,2,0.8265,5.3604e+01,5.0884e+01,1.80,2.2410e+00,907.99,1.0127e+00,14.76,0.2
279,2,0.7946,5.3580e+01,5.0884e+01,1.80,2.2610e+00,362.03,1.0664e+00,16.07,0.2
280,2,0.7931,5.3579e+01,5.0884e+01,1.80,2.1911e+00,288.77,4.4268e-01,7.34,0.2
281,2,0.7819,5.3658e+01,5.0884e+01,1.80,1.5430e+00,112.48,3.4383e-01,5.53,0.2
282,2,0.7467,5.3570e+01,5.0884e+01,1.80,1.8743e+00,510.12,7.3725e-01,11.98,0.2
283,2,0.7487,5.3605e+01,5.0884e+01,1.80,2.0792e+00,509.06,5.8954e-01,8.50,0.2
284,2,0.7291,5.3688e+01,5.0884e+01,1.80,1.5024e+00,412.22,5.3395e-01,9.75,0.2
285,2,0.7073,5.3568e+01,5.0884e+01,1.80,1.9474e+00,215.94,4.3599e-01,6.40,0.2
286,2,0.6862,5.3575e+01,5.0884e+01,1.80,1.9204e+00,221.33,4.3493e-01,6.71,0.2
287,2,0.6650,5.3570e+01,5.0884e+01,1.80,1.6783e+00,324.44,5.0003e-01,8.06,0.2
288,2,0.6621,5.3616e+01,5.0884e+01,1.80,1.0773e+00,118.27,4.6979e-01,6.95,0.2
289,2,0.6601,5.3547e+01,5.0884e+01,1.80,1.4132e+00,334.64,5.0058e-01,9.30,0.2
290,2,0.6509,5.3591e+01,5.0884e+01,1.80,1.3880e+00,151.35,2.9293e-01,5.10,0.2
291,2,0.6274,5.3553e+01,5.0884e+01,1.80,1.2710e+00,392.42,6.9003e-01,11.18,0.2
292,2,0.6334,5.3549e+01,5.0884e+01,1.80,1.3693e+00,303.89,2.3594e-01,3.62,0.2
293,2,0.6223,5.3613e+01,5.0884e+01,1.80,1.0586e+00,68.52,2.7058e-01,3.76,0.2
294,2,0.5807,5.3595e+01,5.0884e+01,1.80,1.6236e+00,144.49,5.0286e-01,8.23,0.2
295,2,0.5661,5.3547e+01,5.0884e+01,1.80,1.6241e+00,387.05,3.2596e-01,4.89,0.2
296,2,0.5572,5.3546e+01,5.0884e+01,1.80,1.7810e+00,350.93,2.3636e-01,3.45,0.2
297,2,0.5439,5.3564e+01,5.0884e+01,1.80,2.0153e+00,400.86,3.7298e-01,5.94,0.2
298,2,0.5354,5.3553e+01,5.0884e+01,1.80,1.2625e+00,178.15,4.3237e-01,6.53,0.2
299,2,0.5310,5.3532e+01,5.0884e+01,1.80,1.6955e+00,203.60,4.9949e-01,7.33,0.2
300,2,0.5226,5.3532e+01,5.0884e+01,1.80,1.5537e+00,386.36,3.1327e-01,5.17,0.2
301,2,0.5209,5.3559e+01,5.0884e+01,1.80,1.6047e+00,282.31,3.5024e-01,5.94,0.2
302,2,0.5108,5.3564e+01,5.0884e+01,1.80,1.9291e+00,484.96,3.6024e-01,6.07,0.2
303,2,0.5035,5.3544e+01,5.0884e+01,1.80,1.9718e+00,415.16,3.0039e-01,4.47,0.2
304,2,0.4985,5.3542e+01,5.0884e+01,1.80,1.3960e+00,294.79,2.5460e-01,4.38,0.2
305,2,0.4951,5.3551e+01,5.0884e+01,1.80,1.5989e+00,454.48,2.4818e-01,4.02,0.2
306,2,0.4888,5.3578e+01,5.0884e+01,1.80,1.9184e+00,258.41,5.5399e-01,9.40,0.2
307,2,0.4857,5.3547e+01,5.0884e+01,1.80,1.5675e+00,444.01,2.6141e-01,4.08,0.2
308,2,0.4705,5.3533e+01,5.0884e+01,1.80,1.5257e+00,114.31,3.0042e-01,4.76,0.2
309,2,0.4758,5.3574e+01,5.0884e+01,1.80,1.9586e+00,270.48,3.3891e-01,4.81,0.2
310,2,0.4656,5.3558e+01,5.0884e+01,1.80,1.5237e+00,184.08,4.3533e-01,7.08,0.2
311,2,0.4662,5.3542e+01,5.0884e+01,1.80,1.5047e+00,210.45,2.3809e-01,4.17,0.2
312,2,0.4596,5.3531e+01,5.0884e+01,1.80,1.4783e+00,195.63,2.2895e-01,3.26,0.2
313,2,0.4518,5.3532e+01,5.0884e+01,1.80,1.6529e+00,443.64,2.5932e-01,4.33,0.2
314,2,0.4439,5.3552e+01,5.0884e+01,1.80,1.2215e+00,204.95,4.1315e-01,6.19,0.2
315,2,0.4473,5.3559e+01,5.0884e+01,1.80,1.9356e+00,461.63,3.1545e-01,4.28,0.2
316,2,0.4447,5.3544e+01,5.0884e+01,1.80,1.3722e+00,179.37,2.6342e-01,3.74,0.2
317,2,0.4326,5.3560e+01,5.0884e+01,1.80,1.4937e+00,344.12,2.8724e-01,4.26,0.2
318,2,0.4336,5.3554e+01,5.0884e+01,1.80,1.5771e+00,235.46,4.7456e-01,7.15,0.2
319,2,0.4233,5.3538e+01,5.0884e+01,1.80,1.8343e+00,435.66,6.6875e-01,10.39,0.2
320,2,0.4174,5.3568e+01,5.0884e+01,1.80,1.3513e+00,172.13,2.3961e-01,3.39,0.2
321,2,0.3968,5.3534e+01,5.0884e+01,1.80,1.0491e+00,49.17,4.5460e-01,6.83,0.2
322,2,0.3926,5.3554e+01,5.0884e+01,1.80,1.2091e+00,48.91,2.1338e-01,3.05,0.2
323,2,0.3897,5.3542e+01,5.0884e+01,1.80,1.1284e+00,107.44,3.5280e-01,5.20,0.2
324,2,0.3882,5.3551e+01,5.0884e+01,1.80,9.9891e-01,39.19,2.4964e-01,3.48,0.2
325,2,0.3829,5.3554e+01,5.0884e+01,1.80,9.6749e-01,51.35,1.9789e-01,2.86,0.2
326,2,0.3822,5.3544e+01,5.0884e+01,1.80,9.6245e-01,73.88,2.2518e-01,3.61,0.2
327,2,0.3762,5.3533e+01,5.0884e+01,1.80,9.7398e-01,46.02,4.0389e-01,6.27,0.2
328,2,0.3764,5.3544e+01,5.0884e+01,1.80,9.5779e-01,48.65,2.3145e-01,3.24,0.2
329,2,0.3743,5.3556e+01,5.0884e+01,1.80,1.0353e+00,62.59,2.2759e-01,3.39,0.2
330,2,0.3729,5.3540e+01,5.0884e+01,1.80,1.0079e+00,89.12,2.6505e-01,3.65,0.2
331,2,0.3677,5.3540e+01,5.0884e+01,1.80,1.0654e+00,59.50,3.5523e-01,5.55,0.2
332,2,0.3649,5.3533e+01,5.0884e+01,1.80,9.8926e-01,196.41,3.0399e-01,4.54,0.2
333,2,0.3631,5.3534e+01,5.0884e+01,1.80,9.4434e-01,89.85,2.0901e-01,2.87,0.2
334,2,0.3599,5.3539e+01,5.0884e+01,1.80,9.0404e-01,103.92,3.0208e-01,4.79,0.2
335,2,0.3598,5.3538e+01,5.0884e+01,1.80,1.2576e+00,39.31,3.5650e-01,5.26,0.2
336,2,0.3605,5.3563e+01,5.0884e+01,1.80,9.0994e-01,123.79,1.9853e-01,2.87,0.2
337,2,0.3556,5.3543e+01,5.0884e+01,1.80,9.1346e-01,41.44,3.5863e-01,5.56,0.2
338,2,0.3506,5.3553e+01,5.0884e+01,1.80,9.0597e-01,75.70,2.6136e-01,3.32,0.2
339,2,0.3504,5.3542e+01,5.0884e+01,1.80,1.0123e+00,50.98,2.1977e-01,3.32,0.2
340,2,0.3456,5.3549e+01,5.0884e+01,1.80,9.4718e-01,50.37,2.1092e-01,3.14,0.2
341,2,0.3449,5.3533e+01,5.0884e+01,1.80,9.0808e-01,53.37,2.0521e-01,3.03,0.2
342,2,0.3413,5.3566e+01,5.0884e+01,1.80,9.9944e-01,40.40,2.8195e-01,4.11,0.2
343,2,0.3480,5.3556e+01,5.0884e+01,1.80,1.0240e+00,82.50,3.0535e-01,4.23,0.2
344,2,0.3488,5.3547e+01,5.0884e+01,1.80,9.8800e-01,69.55,3.0363e-01,4.41,0.2
345,2,0.3402,5.3540e+01,5.0884e+01,1.80,1.0550e+00,145.76,2.5231e-01,3.22,0.2
346,2,0.3379,5.3556e+01,5.0884e+01,1.80,9.1935e-01,89.97,1.9605e-01,2.68,0.2
347,2,0.3355,5.3536e+01,5.0884e+01,1.80,1.0155e+00,49.93,2.1436e-01,2.69,0.2
348,2,0.3319,5.3557e+01,5.0884e+01,1.80,8.9082e-01,92.73,3.2033e-01,4.94,0.2
349,2,0.3290,5.3544e+01,5.0884e+01,1.80,1.0175e+00,47.70,2.7243e-01,3.82,0.2
350,2,0.3252,5.3552e+01,5.0884e+01,1.80,9.4174e-01,64.21,3.2833e-01,4.37,0.2
351,2,0.3285,5.3538e+01,5.0884e+01,1.80,9.8450e-01,66.56,3.0395e-01,4.55,0.2
352,2,0.3243,5.3563e+01,5.0884e+01,1.80,9.3787e-01,45.05,2.3628e-01,3.54,0.2
353,2,0.3167,5.3549e+01,5.0884e+01,1.80,9.5479e-01,64.83,1.8579e-01,2.40,0.2
354,2,0.3133,5.3533e+01,5.0884e+01,1.80,8.7761e-01,53.47,2.0194e-01,2.88,0.2
355,2,0.3101,5.3541e+01,5.0884e+01,1.80,9.7421e-01,125.67,2.2463e-01,3.21,0.2
356,2,0.3078,5.3529e+01,5.0884e+01,1.80,9.4815e-01,90.01,2.1089e-01,2.96,0.2
357,2,0.3096,5.3540e+01,5.0884e+01,1.80,8.9754e-01,82.00,2.1740e-01,2.79,0.2
358,2,0.3092,5.3538e+01,5.0884e+01,1.80,9.1669e-01,109.23,1.8857e-01,2.46,0.2
359,2,0.3051,5.3535e+01,5.0884e+01,1.80,9.3942e-01,51.56,2.3046e-01,3.28,0.2
360,2,0.3039,5.3542e+01,5.0884e+01,1.80,8.7377e-01,49.64,1.8869e-01,2.47,0.2
361,2,0.3044,5.3545e+01,5.0884e+01,1.80,8.5720e-01,54.72,1.8410e-01,2.37,0.2
362,2,0.3011,5.3536e+01,5.0884e+01,1.80,9.1356e-01,45.39,1.9352e-01,2.60,0.2
363,2,0.3014,5.3532e+01,5.0884e+01,1.80,8.3377e-01,46.63,2.1158e-01,3.05,0.2
364,2,0.3002,5.3548e+01,5.0884e+01,1.80,9.0920e-01,54.90,2.1927e-01,3.09,0.2
365,2,0.2991,5.3533e+01,5.0884e+01,1.80,8.8829e-01,65.86,2.4998e-01,3.75,0.2
366,2,0.2980,5.3534e+01,5.0884e+01,1.80,8.5796e-01,58.78,2.4860e-01,3.50,0.2
367,2,0.2993,5.3532e+01,5.0884e+01,1.80,8.4662e-01,46.06,2.3889e-01,3.53,0.2
368,2,0.2943,5.3541e+01,5.0884e+01,1.80,9.0721e-01,94.46,1.8921e-01,2.35,0.2
369,2,0.2966,5.3557e+01,5.0884e+01,1.80,8.7945e-01,43.38,2.0918e-01,2.86,0.2
370,2,0.2913,5.3540e+01,5.0884e+01,1.80,8.7084e-01,75.63,2.3046e-01,3.43,0.2
371,2,0.2897,5.3536e+01,5.0884e+01,1.80,8.6625e-01,49.26,1.9814e-01,2.72,0.2
372,2,0.2876,5.3538e+01,5.0884e+01,1.80,8.3462e-01,34.18,1.9477e-01,2.68,0.2
373,2,0.2878,5.3539e+01,5.0884e+01,1.80,8.6555e-01,57.43,2.1483e-01,3.03,0.2
374,2,0.2873,5.3535e+01,5.0884e+01,1.80,8.5709e-01,41.35,2.2659e-01,3.31,0.2
375,2,0.2862,5.3536e+01,5.0884e+01,1.80,8.6114e-01,58.61,2.1817e-01,3.11,0.2
376,2,0.2859,5.3540e+01,5.0884e+01,1.80,8.3969e-01,43.99,2.2221e-01,3.23,0.2
377,2,0.2848,5.3537e+01,5.0884e+01,1.80,8.5393e-01,33.52,2.2873e-01,3.46,0.2
378,2,0.2847,5.3541e+01,5.0884e+01,1.80,8.3446e-01,56.15,2.2174e-01,3.26,0.2
379,2,0.2841,5.3538e+01,5.0884e+01,1.80,8.4933e-01,39.18,2.0578e-01,2.86,0.2
380,2,0.2834,5.3536e+01,5.0884e+01,1.80,8.9345e-01,65.52,2.0718e-01,2.97,0.2
381,2,0.2827,5.3534e+01,5.0884e+01,1.80,8.7520e-01,67.39,2.0028e-01,2.66,0.2
382,2,0.2815,5.3536e+01,5.0884e+01,1.80,8.4881e-01,43.92,1.9877e-01,2.72,0.2
383,2,0.2814,5.3537e+01,5.0884e+01,1.80,8.9644e-01,34.48,2.3359e-01,3.47,0.2
384,2,0.2816,5.3546e+01,5.0884e+01,1.80,8.4004e-01,46.45,2.0051e-01,2.77,0.2
385,2,0.2808,5.3540e+01,5.0884e+01,1.80,8.3221e-01,61.73,2.0390e-01,2.83,0.2
386,2,0.2788,5.3540e+01,5.0884e+01,1.80,8.5588e-01,44.81,2.3098e-01,3.41,0.2
387,2,0.2783,5.3540e+01,5.0884e+01,1.80,8.2508e-01,38.66,2.1764e-01,3.17,0.2
388,2,0.2778,5.3538e+01,5.0884e+01,1.80,8.3080e-01,42.66,2.2329e-01,3.18,0.2
389,2,0.2782,5.3535e+01,5.0884e+01,1.80,8.2575e-01,43.09,2.1810e-01,3.08,0.2
390,2,0.2780,5.3537e+01,5.0884e+01,1.80,8.2296e-01,61.09,2.1790e-01,3.11,0.2
391,2,0.2777,5.3539e+01,5.0884e+01,1.80,8.2838e-01,36.91,2.2704e-01,3.34,0.2
392,2,0.2775,5.3538e+01,5.0884e+01,1.80,8.1814e-01,39.44,2.0469e-01,2.88,0.2
393,2,0.2757,5.3536e+01,5.0884e+01,1.80,8.3483e-01,37.56,2.0272e-01,2.76,0.2
394,2,0.2760,5.3542e+01,5.0884e+01,1.80,8.3587e-01,41.90,2.1869e-01,3.10,0.2
395,2,0.2762,5.3538e+01,5.0884e+01,1.80,8.2402e-01,34.04,1.9333e-01,2.53,0.2
396,2,0.2750,5.3541e+01,5.0884e+01,1.80,8.4490e-01,54.36,2.3414e-01,3.36,0.2
397,2,0.2750,5.3541e+01,5.0884e+01,1.80,8.2391e-01,35.42,1.9700e-01,2.63,0.2
398,2,0.2746,5.3540e+01,5.0884e+01,1.80,8.3745e-01,53.98,2.4029e-01,3.55,0.2
399,2,0.2757,5.3536e+01,5.0884e+01,1.80,8.3986e-01,36.47,2.0557e-01,2.82,0.2
400,2,0.2732,5.3539e+01,5.0884e+01,1.80,8.1787e-01,33.85,2.2141e-01,3.15,0.2
401,2,0.2745,5.3541e+01,5.0884e+01,1.80,8.4110e-01,39.32,2.2191e-01,3.24,0.2
402,2,0.2723,5.3536e+01,5.0884e+01,1.80,8.3547e-01,42.29,2.1354e-01,3.00,0.2
403,2,0.2738,5.3539e+01,5.0884e+01,1.80,8.1993e-01,34.89,2.0273e-01,2.77,0.2
404,2,0.2732,5.3539e+01,5.0884e+01,1.80,8.1887e-01,35.28,1.9446e-01,2.57,0.2
405,2,0.2731,5.3537e+01,5.0884e+01,1.80,8.3600e-01,43.49,2.2989e-01,3.25,0.2
406,2,0.2723,5.3539e+01,5.0884e+01,1.80,8.3457e-01,40.89,2.1649e-01,3.06,0.2
407,2,0.2728,5.3541e+01,5.0884e+01,1.80,8.2253e-01,37.10,2.0918e-01,2.88,0.2
408,2,0.2727,5.3538e+01,5.0884e+01,1.80,8.2340e-01,36.18,2.0816e-01,2.92,0.2
409,2,0.2721,5.3539e+01,5.0884e+01,1.80,8.3363e-01,37.22,2.0747e-01,2.81,0.2
410,2,0.2713,5.3538e+01,5.0884e+01,1.80,8.2569e-01,33.32,2.0569e-01,2.83,0.2
411,2,0.2730,5.3541e+01,5.0884e+01,1.80,8.4703e-01,35.41,2.0552e-01,2.84,0.2
412,2,0.2717,5.3538e+01,5.0884e+01,1.80,8.1581e-01,35.36,2.1785e-01,3.10,0.2
413,2,0.2706,5.3537e+01,5.0884e+01,1.80,8.3495e-01,48.72,2.0711e-01,2.85,0.2
414,2,0.2715,5.3538e+01,5.0884e+01,1.80,8.2060e-01,35.52,2.1657e-01,3.08,0.2
415,2,0.2709,5.3536e+01,5.0884e+01,1.80,8.2216e-01,33.42,2.1330e-01,3.00,0.2
416,2,0.2708,5.3539e+01,5.0884e+01,1.80,8.2426e-01,35.18,2.0871e-01,2.91,0.2
417,2,0.2713,5.3540e+01,5.0884e+01,1.80,8.2246e-01,42.30,2.0773e-01,2.88,0.2
418,2,0.2709,5.3540e+01,5.0884e+01,1.80,8.2652e-01,42.48,2.1540e-01,3.01,0.2
419,2,0.2715,5.3538e+01,5.0884e+01,1.80,8.1828e-01,34.86,2.1462e-01,3.04,0.2
420,2,0.2717,5.3537e+01,5.0884e+01,1.80,8.2156e-01,35.01,2.1049e-01,2.88,0.2
421,2,0.2704,5.3538e+01,5.0884e+01,1.80,8.3764e-01,53.40,2.1081e-01,2.94,0.2
422,2,0.2705,5.3541e+01,5.0884e+01,1.80,8.1904e-01,36.19,2.1882e-01,3.06,0.2
423,2,0.2713,5.3538e+01,5.0884e+01,1.80,8.3252e-01,43.25,2.0720e-01,2.86,0.2
424,2,0.2699,5.3537e+01,5.0884e+01,1.80,8.1830e-01,36.04,2.1065e-01,2.91,0.2
425,2,0.2689,5.3538e+01,5.0884e+01,1.80,8.3136e-01,38.39,2.1162e-01,2.96,0.2
426,2,0.2701,5.3539e+01,5.0884e+01,1.80,8.2997e-01,46.89,2.0937e-01,2.90,0.2
427,2,0.2684,5.3540e+01,5.0884e+01,1.80,8.3371e-01,40.85,2.1300e-01,2.97,0.2
428,2,0.2698,5.3541e+01,5.0884e+01,1.80,8.1966e-01,36.39,2.1467e-01,3.04,0.2
429,2,0.2698,5.3540e+01,5.0884e+01,1.80,8.2723e-01,38.09,2.1520e-01,3.02,0.2
430,2,0.2693,5.3538e+01,5.0884e+01,1.80,8.2789e-01,44.43,2.1086e-01,2.93,0.2
431,2,0.2696,5.3539e+01,5.0884e+01,1.80,8.2671e-01,36.92,2.1206e-01,2.98,0.2
432,2,0.2700,5.3539e+01,5.0884e+01,1.80,8.3092e-01,42.66,2.1108e-01,2.93,0.2
433,2,0.2705,5.3538e+01,5.0884e+01,1.80,8.2058e-01,35.22,2.2016e-01,3.12,0.2
434,2,0.2692,5.3540e+01,5.0884e+01,1.80,8.2576e-01,36.90,2.0823e-01,2.85,0.2
435,2,0.2693,5.3539e+01,5.0884e+01,1.80,8.2936e-01,41.85,2.1454e-01,3.01,0.2
436,2,0.2695,5.3539e+01,5.0884e+01,1.80,8.2262e-01,40.12,2.0969e-01,2.93,0.2
437,2,0.2679,5.3539e+01,5.0884e+01,1.80,8.2939e-01,35.49,2.1089e-01,2.92,0.2
438,2,0.2694,5.3539e+01,5.0884e+01,1.80,8.2270e-01,37.04,2.1159e-01,2.94,0.2
439,2,0.2685,5.3539e+01,5.0884e+01,1.80,8.2289e-01,40.15,2.0960e-01,2.91,0.2
440,2,0.2695,5.3539e+01,5.0884e+01,1.80,8.2139e-01,37.18,2.1216e-01,2.97,0.2
441,2,0.2701,5.3539e+01,5.0884e+01,1.80,8.2308e-01,39.42,2.1556e-01,3.03,0.2
442,2,0.2692,5.3539e+01,5.0884e+01,1.80,8.2326e-01,38.44,2.1665e-01,3.06,0.2
443,2,0.2691,5.3539e+01,5.0884e+01,1.80,8.2299e-01,36.90,2.1121e-01,2.94,0.2
444,2,0.2692,5.3540e+01,5.0884e+01,1.80,8.2203e-01,39.37,2.1390e-01,3.01,0.2
445,2,0.2691,5.3539e+01,5.0884e+01,1.80,8.2251e-01,36.54,2.1610e-01,3.04,0.2
446,2,0.2686,5.3539e+01,5.0884e+01,1.80,8.2651e-01,39.90,2.1438e-01,3.00,0.2
447,2,0.2689,5.3539e+01,5.0884e+01,1.80,8.2569e-01,37.19,2.1553e-01,3.02,0.2
448,2,0.2691,5.3539e+01,5.0884e+01,1.80,8.2181e-01,38.26,2.0987e-01,2.90,0.2
449,2,0.2682,5.3539e+01,5.0884e+01,1.80,8.2113e-01,38.18,2.1354e-01,2.98,0.2
450,2,0.2689,5.3539e+01,5.0884e+01,1.80,8.2173e-01,37.73,2.1398e-01,3.00,0.2
451,2,0.2690,5.3539e+01,5.0884e+01,1.80,8.2168e-01,36.22,2.1270e-01,2.97,0.2
452,2,0.2699,5.3539e+01,5.0884e+01,1.80,8.2243e-01,38.05,2.0974e-01,2.91,0.2
453,2,0.2690,5.3539e+01,5.0884e+01,1.80,8.2365e-01,38.77,2.1102e-01,2.94,0.2
454,2,0.2688,5.3539e+01,5.0884e+01,1.80,8.2368e-01,39.06,2.1455e-01,3.02,0.2
455,2,0.2685,5.3539e+01,5.0884e+01,1.80,8.2354e-01,38.03,2.1700e-01,3.07,0.2
456,2,0.2694,5.3539e+01,5.0884e+01,1.80,8.2265e-01,39.52,2.1383e-01,3.01,0.2
457,2,0.2683,5.3539e+01,5.0884e+01,1.80,8.2317e-01,39.07,2.1289e-01,2.98,0.2
458,2,0.2679,5.3539e+01,5.0884e+01,1.80,8.2341e-01,37.95,2.1621e-01,3.03,0.2
459,2,0.2685,5.3539e+01,5.0884e+01,1.80,8.2448e-01,39.36,2.1496e-01,3.01,0.2
460,2,0.2684,5.3539e+01,5.0884e+01,1.80,8.2531e-01,40.16,2.1515e-01,3.02,0.2
461,2,0.2686,5.3539e+01,5.0884e+01,1.80,8.2419e-01,39.82,2.1396e-01,2.99,0.2
462,2,0.2690,5.3539e+01,5.0884e+01,1.80,8.2250e-01,38.50,2.1360e-01,2.99,0.2
463,2,0.2694,5.3538e+01,5.0884e+01,1.80,8.2131e-01,37.66,2.1405e-01,3.00,0.2
464,2,0.2676,5.3538e+01,5.0884e+01,1.80,8.2170e-01,37.95,2.1475e-01,3.01,0.2
465,2,0.2681,5.3539e+01,5.0884e+01,1.80,8.2208e-01,36.99,2.1416e-01,2.99,0.2
466,2,0.2684,5.3539e+01,5.0884e+01,1.80,8.2383e-01,36.28,2.1294e-01,2.97,0.2
467,2,0.2686,5.3539e+01,5.0884e+01,1.80,8.2277e-01,35.60,2.1280e-01,2.97,0.2
468,2,0.2684,5.3539e+01,5.0884e+01,1.80,8.2175e-01,36.30,2.1273e-01,2.97,0.2
469,2,0.2689,5.3539e+01,5.0884e+01,1.80,8.2297e-01,38.28,2.1230e-01,2.96,0.2
470,2,0.2694,5.3539e+01,5.0884e+01,1.80,8.2270e-01,37.94,2.1277e-01,2.97,0.2
471,2,0.2689,5.3539e+01,5.0884e+01,1.80,8.2220e-01,37.34,2.1319e-01,2.98,0.2
472,2,0.2680,5.3539e+01,5.0884e+01,1.80,8.2191e-01,37.35,2.1268e-01,2.97,0.2
473,2,0.2691,5.3539e+01,5.0884e+01,1.80,8.2183e-01,37.36,2.1246e-01,2.96,0.2
474,2,0.2690,5.3539e+01,5.0884e+01,1.80,8.2208e-01,37.00,2.1264e-01,2.97,0.2
475,2,0.2687,5.3539e+01,5.0884e+01,1.80,8.2202e-01,36.88,2.1262e-01,2.97,0.2
476,2,0.2684,5.3539e+01,5.0884e+01,1.80,8.2214e-01,37.25,2.1327e-01,2.98,0.2
