Epoch,Stage,Train_Loss,Val_Phys_RMSE,M1_MAE,M1_RelErr(%),M2_MAE,M2_RelErr(%),M3_MAE,M3_RelErr(%),Time_Cost(s)
580,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.57,9.4324e+00,99.15,0.2
581,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.66,9.4323e+00,99.15,0.2
582,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.66,9.4323e+00,99.14,0.2
583,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.64,9.4322e+00,99.14,0.2
584,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.70,9.4320e+00,99.14,0.2
585,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.87,9.4318e+00,99.14,0.2
586,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.00,9.4319e+00,99.14,0.2
587,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.01,9.4320e+00,99.14,0.2
588,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.87,9.4322e+00,99.14,0.2
589,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.78,9.4322e+00,99.15,0.2
590,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.68,9.4324e+00,99.15,0.2
591,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.47,9.4326e+00,99.15,0.2
592,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.50,9.4326e+00,99.15,0.2
593,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.70,9.4325e+00,99.15,0.2
594,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.76,9.4324e+00,99.15,0.2
595,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.81,9.4325e+00,99.15,0.2
596,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.92,9.4325e+00,99.15,0.2
597,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.00,9.4325e+00,99.15,0.2
598,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.97,9.4325e+00,99.15,0.2
599,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.79,9.4325e+00,99.15,0.2
600,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.74,9.4324e+00,99.15,0.2
601,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.77,9.4324e+00,99.15,0.2
602,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.72,9.4324e+00,99.15,0.2
603,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.86,9.4322e+00,99.14,0.2
604,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.86,9.4322e+00,99.14,0.2
605,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.88,9.4322e+00,99.14,0.2
606,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.91,9.4321e+00,99.14,0.2
607,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.03,9.4320e+00,99.14,0.2
608,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.07,9.4320e+00,99.14,0.2
609,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.21,9.4320e+00,99.14,0.2
610,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.66,9.4318e+00,99.14,0.2
611,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.05,9.4317e+00,99.13,0.2
612,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.11,9.4318e+00,99.13,0.2
613,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,146.93,9.4318e+00,99.14,0.2
614,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,146.76,9.4318e+00,99.13,0.2
615,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.70,9.4318e+00,99.13,0.2
616,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.61,9.4318e+00,99.13,0.2
617,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.45,9.4320e+00,99.14,0.2
618,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.52,9.4321e+00,99.14,0.2
619,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.45,9.4322e+00,99.14,0.2
620,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.11,9.4324e+00,99.15,0.2
621,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.71,9.4326e+00,99.15,0.2
622,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.42,9.4327e+00,99.15,0.2
623,2,nan,1.5117e+02,6.8377e+01,2.61,3.8871e+01,145.23,9.4326e+00,99.15,0.2
624,2,nan,1.5117e+02,6.8377e+01,2.61,3.8871e+01,145.14,9.4328e+00,99.16,0.2
625,2,nan,1.5117e+02,6.8377e+01,2.61,3.8871e+01,145.07,9.4329e+00,99.16,0.2
626,2,nan,1.5117e+02,6.8377e+01,2.61,3.8871e+01,144.99,9.4330e+00,99.16,0.2
627,2,nan,1.5117e+02,6.8377e+01,2.61,3.8871e+01,145.07,9.4329e+00,99.16,0.2
628,2,nan,1.5117e+02,6.8377e+01,2.61,3.8871e+01,145.12,9.4330e+00,99.16,0.2
629,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.47,9.4330e+00,99.16,0.2
630,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.65,9.4331e+00,99.16,0.2
631,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.74,9.4331e+00,99.16,0.2
632,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.72,9.4331e+00,99.16,0.2
633,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.94,9.4330e+00,99.16,0.2
634,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.36,9.4328e+00,99.16,0.2
635,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.81,9.4326e+00,99.15,0.2
636,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.70,9.4325e+00,99.15,0.2
637,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.72,9.4323e+00,99.15,0.2
638,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.84,9.4323e+00,99.14,0.2
639,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.78,9.4324e+00,99.15,0.2
640,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.60,9.4326e+00,99.15,0.2
641,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.60,9.4326e+00,99.15,0.2
642,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.68,9.4326e+00,99.15,0.2
643,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.86,9.4326e+00,99.15,0.2
644,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.11,9.4325e+00,99.15,0.2
645,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.32,9.4325e+00,99.15,0.2
646,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.50,9.4325e+00,99.15,0.2
647,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.64,9.4324e+00,99.14,0.2
648,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.69,9.4323e+00,99.14,0.2
649,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.57,9.4324e+00,99.14,0.2
650,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.46,9.4324e+00,99.14,0.2
651,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.39,9.4324e+00,99.14,0.2
652,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,147.26,9.4328e+00,99.15,0.2
653,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,147.18,9.4330e+00,99.16,0.2
654,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,147.34,9.4327e+00,99.15,0.2
655,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.46,9.4325e+00,99.15,0.2
656,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,147.37,9.4326e+00,99.15,0.2
657,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,147.13,9.4328e+00,99.15,0.2
658,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.86,9.4326e+00,99.15,0.2
659,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.66,9.4324e+00,99.14,0.2
660,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.20,9.4327e+00,99.15,0.2
661,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.87,9.4328e+00,99.15,0.2
662,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.74,9.4329e+00,99.16,0.2
663,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.86,9.4330e+00,99.15,0.2
664,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.82,9.4331e+00,99.16,0.2
665,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.95,9.4332e+00,99.16,0.2
666,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.95,9.4332e+00,99.16,0.2
667,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.00,9.4332e+00,99.16,0.2
668,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.09,9.4331e+00,99.16,0.2
669,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.25,9.4331e+00,99.16,0.2
670,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.35,9.4332e+00,99.16,0.2
671,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.26,9.4333e+00,99.16,0.2
672,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.07,9.4335e+00,99.17,0.2
673,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.01,9.4338e+00,99.17,0.2
674,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.82,9.4339e+00,99.17,0.2
675,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.79,9.4339e+00,99.18,0.2
676,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.89,9.4338e+00,99.17,0.2
677,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.92,9.4340e+00,99.18,0.2
678,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.01,9.4338e+00,99.17,0.2
679,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.99,9.4336e+00,99.17,0.2
680,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.07,9.4335e+00,99.17,0.2
681,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.01,9.4335e+00,99.17,0.2
682,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.39,9.4332e+00,99.16,0.2
683,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.63,9.4331e+00,99.16,0.2
684,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.87,9.4328e+00,99.15,0.2
685,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.16,9.4327e+00,99.15,0.2
686,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.21,9.4326e+00,99.15,0.2
687,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.37,9.4324e+00,99.14,0.2
688,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.43,9.4323e+00,99.14,0.2
689,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.28,9.4323e+00,99.14,0.2
690,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.21,9.4322e+00,99.14,0.2
691,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,147.19,9.4323e+00,99.14,0.2
692,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,147.05,9.4324e+00,99.14,0.2
693,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.86,9.4326e+00,99.15,0.2
694,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.95,9.4326e+00,99.15,0.2
695,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.88,9.4324e+00,99.15,0.2
696,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.74,9.4326e+00,99.15,0.2
697,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.58,9.4328e+00,99.15,0.2
698,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.71,9.4328e+00,99.15,0.2
699,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.87,9.4326e+00,99.15,0.2
700,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.96,9.4326e+00,99.15,0.2
701,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,147.26,9.4324e+00,99.15,0.2
702,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.46,9.4322e+00,99.14,0.2
703,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,147.33,9.4322e+00,99.14,0.2
704,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.55,9.4321e+00,99.14,0.2
705,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.77,9.4319e+00,99.14,0.2
706,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.82,9.4320e+00,99.14,0.2
707,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.58,9.4320e+00,99.14,0.2
708,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.33,9.4320e+00,99.14,0.2
709,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,147.01,9.4320e+00,99.14,0.2
710,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.96,9.4319e+00,99.14,0.2
711,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.82,9.4318e+00,99.13,0.2
712,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.67,9.4317e+00,99.13,0.2
713,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.73,9.4315e+00,99.13,0.2
714,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.69,9.4316e+00,99.13,0.2
715,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.55,9.4317e+00,99.13,0.2
716,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.34,9.4318e+00,99.13,0.2
717,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.52,9.4320e+00,99.14,0.2
718,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.58,9.4320e+00,99.14,0.2
719,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.63,9.4320e+00,99.14,0.2
720,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.34,9.4320e+00,99.14,0.2
721,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.12,9.4320e+00,99.14,0.2
722,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.13,9.4319e+00,99.14,0.2
723,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.38,9.4318e+00,99.14,0.2
724,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.69,9.4318e+00,99.13,0.2
725,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.76,9.4318e+00,99.14,0.2
726,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.94,9.4319e+00,99.14,0.2
727,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.70,9.4319e+00,99.14,0.2
728,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.39,9.4322e+00,99.15,0.2
729,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.14,9.4326e+00,99.15,0.2
730,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.12,9.4326e+00,99.15,0.2
731,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,146.10,9.4325e+00,99.15,0.2
732,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.15,9.4325e+00,99.15,0.2
733,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.07,9.4325e+00,99.15,0.2
734,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.97,9.4324e+00,99.15,0.2
735,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.04,9.4320e+00,99.14,0.2
736,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.38,9.4316e+00,99.13,0.2
737,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.48,9.4315e+00,99.13,0.2
738,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.23,9.4316e+00,99.13,0.2
739,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.13,9.4316e+00,99.13,0.2
740,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.98,9.4315e+00,99.13,0.2
741,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.86,9.4315e+00,99.13,0.2
742,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.65,9.4313e+00,99.12,0.2
743,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.72,9.4312e+00,99.12,0.2
744,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.63,9.4315e+00,99.13,0.2
745,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.58,9.4319e+00,99.14,0.2
746,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.10,9.4325e+00,99.15,0.2
747,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.20,9.4322e+00,99.15,0.2
748,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.32,9.4318e+00,99.14,0.2
749,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.22,9.4317e+00,99.14,0.2
750,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,144.68,9.4320e+00,99.14,0.2
751,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,144.63,9.4319e+00,99.14,0.2
752,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,144.69,9.4319e+00,99.14,0.2
753,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,144.85,9.4319e+00,99.14,0.2
754,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,144.69,9.4324e+00,99.15,0.2
755,2,nan,1.5117e+02,6.8377e+01,2.61,3.8871e+01,144.45,9.4329e+00,99.16,0.2
756,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,144.76,9.4329e+00,99.16,0.2
757,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,144.88,9.4329e+00,99.16,0.2
758,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,144.93,9.4330e+00,99.16,0.2
759,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.13,9.4329e+00,99.16,0.2
760,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.05,9.4330e+00,99.16,0.2
761,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,144.87,9.4332e+00,99.17,0.2
762,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,144.94,9.4328e+00,99.16,0.2
763,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.26,9.4324e+00,99.15,0.2
764,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.47,9.4322e+00,99.14,0.2
765,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.42,9.4322e+00,99.14,0.2
766,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.34,9.4325e+00,99.15,0.2
767,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.48,9.4325e+00,99.15,0.2
768,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.66,9.4325e+00,99.15,0.2
769,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,145.96,9.4322e+00,99.14,0.2
770,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.83,9.4322e+00,99.14,0.2
771,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.53,9.4322e+00,99.14,0.2
772,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.57,9.4319e+00,99.14,0.2
773,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,146.10,9.4315e+00,99.13,0.2
774,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.79,9.4315e+00,99.13,0.2
775,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,145.97,9.4313e+00,99.12,0.2
776,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,146.02,9.4313e+00,99.12,0.2
777,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.77,9.4316e+00,99.13,0.2
778,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.72,9.4319e+00,99.13,0.2
779,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,145.67,9.4321e+00,99.14,0.2
780,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,145.86,9.4325e+00,99.15,0.2
781,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.50,9.4330e+00,99.16,0.2
782,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.24,9.4332e+00,99.16,0.2
783,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.43,9.4331e+00,99.16,0.2
784,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,146.11,9.4325e+00,99.15,0.2
785,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,146.14,9.4322e+00,99.14,0.2
786,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,145.84,9.4320e+00,99.14,0.2
787,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,145.65,9.4319e+00,99.14,0.2
788,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.64,9.4317e+00,99.14,0.2
789,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.12,9.4318e+00,99.14,0.2
790,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,144.80,9.4319e+00,99.14,0.2
791,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,144.80,9.4319e+00,99.14,0.2
792,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,144.87,9.4321e+00,99.15,0.2
793,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.02,9.4321e+00,99.15,0.2
794,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.27,9.4318e+00,99.14,0.2
795,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.66,9.4315e+00,99.14,0.2
796,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.96,9.4317e+00,99.14,0.2
797,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,146.42,9.4317e+00,99.14,0.2
798,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,146.76,9.4322e+00,99.15,0.2
799,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,146.94,9.4325e+00,99.16,0.2
800,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.00,9.4326e+00,99.16,0.2
801,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.05,9.4325e+00,99.15,0.2
802,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.10,9.4320e+00,99.14,0.2
803,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.23,9.4317e+00,99.14,0.2
804,2,nan,1.5117e+02,6.8377e+01,2.61,3.8867e+01,147.70,9.4316e+00,99.14,0.2
805,2,nan,1.5117e+02,6.8377e+01,2.61,3.8867e+01,147.80,9.4316e+00,99.14,0.2
806,2,nan,1.5117e+02,6.8377e+01,2.61,3.8867e+01,147.59,9.4320e+00,99.15,0.2
807,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.25,9.4323e+00,99.15,0.2
808,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,146.71,9.4327e+00,99.16,0.2
809,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.51,9.4326e+00,99.16,0.2
810,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.09,9.4323e+00,99.16,0.2
811,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.09,9.4322e+00,99.15,0.2
812,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.22,9.4322e+00,99.16,0.2
813,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.08,9.4324e+00,99.16,0.2
814,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.95,9.4325e+00,99.16,0.2
815,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.78,9.4324e+00,99.16,0.2
816,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.88,9.4322e+00,99.16,0.2
817,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,146.18,9.4319e+00,99.15,0.2
818,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.92,9.4319e+00,99.15,0.2
819,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.71,9.4318e+00,99.15,0.2
820,2,nan,1.5117e+02,6.8377e+01,2.61,3.8870e+01,145.28,9.4322e+00,99.15,0.2
821,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.84,9.4320e+00,99.15,0.2
822,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,146.69,9.4319e+00,99.15,0.2
823,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,147.03,9.4319e+00,99.15,0.2
824,2,nan,1.5117e+02,6.8377e+01,2.61,3.8867e+01,147.31,9.4315e+00,99.14,0.2
825,2,nan,1.5117e+02,6.8377e+01,2.61,3.8867e+01,147.09,9.4313e+00,99.13,0.2
826,2,nan,1.5117e+02,6.8377e+01,2.61,3.8867e+01,146.88,9.4315e+00,99.14,0.2
827,2,nan,1.5117e+02,6.8377e+01,2.61,3.8867e+01,146.91,9.4316e+00,99.14,0.2
828,2,nan,1.5117e+02,6.8377e+01,2.61,3.8867e+01,146.92,9.4320e+00,99.15,0.2
829,2,nan,1.5117e+02,6.8377e+01,2.61,3.8868e+01,146.36,9.4326e+00,99.16,0.2
830,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.90,9.4327e+00,99.16,0.2
831,2,nan,1.5117e+02,6.8377e+01,2.61,3.8869e+01,145.68,9.4327e+00,99.16,0.2
